Business or License Holder Name,License Number,Regulatory Body,City,State,Zip Code,Status,Latitude,Longitude
Stephen D Schilling,1200-765,Illinois Department of Agriculture,Lincoln,Illinois,62656,Expired,40.1483768,-89.3648183
"Stix Enterprises, LLC",1200-712,Illinois Department of Agriculture,Wheeling,Illinois,60090,Expired,42.1335205,-87.9187711
Stoney Acres LLC,1200-920,Illinois Department of Agriculture,Hanover,Illinois,61041,Expired,42.2562207,-90.2785687
"Stoney Branch Ag Ventures, LLC",1200-203,Illinois Department of Agriculture,Rushville,Illinois,62681,Expired,40.1211577,-90.56318290000002
Sulcanna Co,1200-594,Illinois Department of Agriculture,HANOVER,Illinois,61041,Expired,42.2562207,-90.2785687
Sun Berry Orchard Inc,1200-770,Illinois Department of Agriculture,Lake Zurich,Illinois,60047,Expired,42.19696889999999,-88.0934108
Sun Drenched LLC,1200-1125,Illinois Department of Agriculture,Sheffield,Illinois,61361,Expired,41.3583693,-89.7373226
Sun Drenched LLC,1200-1161,Illinois Department of Agriculture,Sheffield,Illinois,61361,Expired,41.3583693,-89.7373226
Sun Industries,1200-516,Illinois Department of Agriculture,Metropolis,Illinois,62960,Expired,37.1511655,-88.73199790000001
"Sun Water and Soil, LLC",1200-885,Illinois Department of Agriculture,Muddy,Illinois,62965,Expired,37.7636547,-88.519061
Sunset Harvest Farm LLC,1200-969,Illinois Department of Agriculture,Freeburg,Illinois,62243,Expired,38.4218479,-89.9066314
Susan Wheeler,USDA_55_0326,USDA,Rockford,Illinois,61101,Expired,42.3316674,-89.1515476
SUSTAINABLE GROWTH VENTURES,1200-1108,Illinois Department of Agriculture,SILVIS,Illinois,61282,Expired,41.4955255,-90.417231
"Sustainable Innovation Development Company, LLC",1200-1010,Illinois Department of Agriculture,Rockford,Illinois,61114,Expired,42.3057779,-88.9940276
"Sustainable Innovations Development Company, LLC",1200-1109,Illinois Department of Agriculture,Rockford,Illinois,61114,Expired,42.3057779,-88.9940276
"Sustainable Innovations, Inc.",1200-881,Illinois Department of Agriculture,Rockford,Illinois,61114,Expired,42.3057779,-88.9940276
Tammy Duensing Farms,1200-77,Illinois Department of Agriculture,Prairie du Rocher,Illinois,62277,Expired,38.083108,-90.0959463
TAMMY MCDOWELL,1200-946,Illinois Department of Agriculture,MONEE,Illinois,60449,Expired,41.420034,-87.7417114
Tappendof Farm LLC,1200-983,Illinois Department of Agriculture,Champaign,Illinois,61822,Expired,40.11628839999999,-88.2435155
Taylor Hemp Company LLC,1200-588,Illinois Department of Agriculture,Grant Park,Illinois,60940,Expired,41.24114489999999,-87.6461491
TayTaTes- Louie Slabaugh,1200-745,Illinois Department of Agriculture,Caledonia,Illinois,61011,Expired,42.369463,-88.8926041
Ted Molitor / DBA Molitor Farms,1200-768,Illinois Department of Agriculture,Stockton,Illinois,61085,Expired,42.3498871,-90.0067954
"Terra Nova Farm, LLC",1200-1120,Illinois Department of Agriculture,Manhattan,Illinois,60442,Expired,41.42243209999999,-87.9859257
The Country Estate,1200-479,Illinois Department of Agriculture,Abingdon,Illinois,61410,Expired,40.8044833,-90.4017954
The Dirt Pot,1200-798,Illinois Department of Agriculture,Oregon,Illinois,61061,Expired,42.0146066,-89.3325345
The John Paul Maginel and Paige Helm Maginel Joint Revocable Trust,1200-1102,Illinois Department of Agriculture,Dongola,Illinois,62926,Expired,37.3611615,-89.1659117
"Think Easy Living, LLC",1200-995,Illinois Department of Agriculture,Northbrook,Illinois,60062,Expired,42.1275267,-87.82895479999999
Thomas Boor,1200-746,Illinois Department of Agriculture,cortland,Illinois,60112,Expired,41.92960950000001,-88.6940401
"Three Mavens, Ltd.",1200-653,Illinois Department of Agriculture,Chicago,Illinois,60625,Expired,41.9711068,-87.70248169999999
"TLE HOLDINGS, LLC",1200-538,Illinois Department of Agriculture,Cobden,Illinois,62920,Expired,37.5314386,-89.253418
"TLLF Enterprises, LLC",1200-695,Illinois Department of Agriculture,Camp Point,Illinois,62320,Expired,40.0392139,-91.0693041
Todd Nelson Farm,1200-713,Illinois Department of Agriculture,COLCHESTER,Illinois,62326,Expired,40.426293,-90.793308
Total Repair,1200-88,Illinois Department of Agriculture,Monmouth,Illinois,61462,Expired,40.9114271,-90.64735759999999
Totalife Company,1200-1046,Illinois Department of Agriculture,Lyons,Illinois,60534,Expired,41.8144472,-87.81075609999999
"TRACK Farms, LLC",1200-265,Illinois Department of Agriculture,Frankfort,Illinois,60423,Expired,41.4958665,-87.84866129999999
Tradewater Organics LLC,1200-560,Illinois Department of Agriculture,Grantsburg,Illinois,62943,Expired,37.3903703,-88.7485548
Trilogene Seeds LLC,1200-1153,Illinois Department of Agriculture,Carbondale,Illinois,62903,Expired,37.6684862,-89.294221
Triple Farms,1200-736,Illinois Department of Agriculture,Odell,Illinois,60460,Expired,41.0036429,-88.5253364
Triple S Land Company,1200-681,Illinois Department of Agriculture,Allendale,Illinois,62410,Expired,38.52671429999999,-87.7097495
Tulip Tree Gardens Co.,1200-158,Illinois Department of Agriculture,Beecher,Illinois,60401,Expired,41.34059,-87.6214286
Twin Circle Farm LLC,1200-753,Illinois Department of Agriculture,Bunker Hill,Illinois,62014,Expired,39.0429345,-89.95148069999999
Twinning Farms,1200-277,Illinois Department of Agriculture,Carbondale,Illinois,62902,Expired,37.7272727,-89.2167501
"Two Sisters Farms, LLC",1200-1172,Illinois Department of Agriculture,Batavia,Illinois,60510,Expired,41.8383772,-88.3530747
"Two Sisters Farms, LLC",1200-1181,Illinois Department of Agriculture,Elburn,Illinois,60119,Expired,41.8922499,-88.47230139999999
Two14 Enterprises LLC,1200-674,Illinois Department of Agriculture,Mattoon,Illinois,61938,Expired,39.48308970000001,-88.37282549999999
Tyran Sutton,1200-1112,Illinois Department of Agriculture,Kankakee,Illinois,60901,Expired,41.1200325,-87.8611531
Upper Limits Midwest Inc,1200-1130,Illinois Department of Agriculture,Springfield,Illinois,62704,Expired,39.7853965,-89.6722171
"Walnut Bluff Farm, LLC",1200-880,Illinois Department of Agriculture,Cerro Gordo,Illinois,61818,Expired,39.8905912,-88.72812619999999
Weller's Farm,1200-519,Illinois Department of Agriculture,Dunlap,Illinois,61525,Expired,40.8617037,-89.6787104
Westside Soil LLC,1200-1025,Illinois Department of Agriculture,Chebanse,Illinois,60922,Expired,41.00098819999999,-87.91156810000001
Wiley Farms,1200-151,Illinois Department of Agriculture,Paris,Illinois,61944,Expired,39.611146,-87.6961374
Will Randall Farms LLC,1200-836,Illinois Department of Agriculture,Beecher,Illinois,60401,Expired,41.34059,-87.6214286
Winfield Manor,1200-369,Illinois Department of Agriculture,Winfield,Illinois,60190,Expired,41.870115,-88.1535352
Wintergreen Farm,1200-984,Illinois Department of Agriculture,Mokena,Illinois,60448,Expired,41.5318621,-87.8844309
"Wirth Farms & Logistics, LLC",1200-796,Illinois Department of Agriculture,CARLOCK,Illinois,61725,Expired,40.5823139,-89.1318991
Wolfe Agraculture,1200-682,Illinois Department of Agriculture,Lynn Center,Illinois,61262,Expired,41.2958691,-90.35790399999999
Wrought Iron Farm,1200-1100,Illinois Department of Agriculture,Steger,Illinois,60475,Expired,41.4718163,-87.62357420000001
"Xtreme Crop, Inc.",1200-706,Illinois Department of Agriculture,Louisville,Illinois,62858,Expired,38.7724048,-88.50231219999999
"Yodi, LLC",1200-999,Illinois Department of Agriculture,Bloomington,Illinois,61705,Expired,40.4768909,-88.9920118
Zack Fosdyck,1200-1090,Illinois Department of Agriculture,Metamora,Illinois,61548,Expired,40.7905919,-89.36064329999999
"ZEBZS Hemp, Inc",1200-724,Illinois Department of Agriculture,Bartonville,Illinois,61607,Expired,40.6503158,-89.6520455
18th Street Hemp Company,18_0386,Indiana State Department of Agriculture,Hammond,Indiana,46320,Expired,41.6091215,-87.50495719999999
2Toms Brewing Company,18_0396,Indiana State Department of Agriculture,Fort Wayne,Indiana,46808,Expired,41.089823,-85.17904039999999
421 Hemp Company,18_0159,Indiana State Department of Agriculture,Zionsville,Indiana,46077,Expired,39.95023380000001,-86.27887249999999
Abbey Seitz,18_0382,Indiana State Department of Agriculture,LOOGOOTEE,Indiana,47553,Expired,38.6769945,-86.9141695
Abhaya Holding Company LLC,18_0362,Indiana State Department of Agriculture,Clarksville,Indiana,47131-3052,Expired,38.2755758,-85.7397415
ActivLeaf LLC,18_0064,Indiana State Department of Agriculture,Sheridan,Indiana,46069,Expired,40.1350375,-86.2205487
Adam Tyler,18_0352,Indiana State Department of Agriculture,Covington,Indiana,47932,Expired,40.1421129,-87.39407949999999
Advanced Grain Farms LLC,18_0402,Indiana State Department of Agriculture,New Haven,Indiana,46774,Expired,41.0704536,-84.9609464
Agdia Incorporated,18_0032,Indiana State Department of Agriculture,Elkhart,Indiana,46514,Expired,41.7204299,-85.9815339
Agrozen Life Sciences,18_0082,Indiana State Department of Agriculture,Lebanon,Indiana,46052,Expired,40.0484618,-86.46920779999999
Apothio Indiana LLC,18_0358,Indiana State Department of Agriculture,Mexico,Indiana,46958,Expired,40.8255027,-86.1217424
Arch Ventures LLC,18_0080,Indiana State Department of Agriculture,COLUMBIA CITY,Indiana,46725,Expired,41.1570521,-85.4883851
"Armstrong Organics, LLC",18_0002,Indiana State Department of Agriculture,Palmyra,Indiana,47164,Expired,38.40784,-86.10997490000001
Ashley Ann Adair,18_0326,Indiana State Department of Agriculture,West Lafayette,Indiana,47906,Expired,40.4258686,-86.90806549999999
"BDXI, LLC",18_0337,Indiana State Department of Agriculture,Westfield,Indiana,46074,Expired,40.0215499,-86.1955169
"Bender Farms, LLC",18_0353,Indiana State Department of Agriculture,Indianapolis,Indiana,46236,Expired,39.8911749,-85.9570913
Bernacchi's Oak Valley Greenhouses,18_0316,Indiana State Department of Agriculture,La Porte,Indiana,46350,Expired,41.611143,-86.7227195
Bev Brain LLC,18_0099,Indiana State Department of Agriculture,Indianapolis,Indiana,46268,Expired,39.8966454,-86.2410149
Blossom to Bliss LLC,18_0372,Indiana State Department of Agriculture,Noblesville,Indiana,46060,Expired,40.0542448,-85.95089229999999
Brian Nixon Family Farms,18_0068,Indiana State Department of Agriculture,Yorktown,Indiana,47396,Expired,40.192169,-85.5303235
C and D Products Inc,18_0287,Indiana State Department of Agriculture,Indianapolis,Indiana,46250,Expired,39.9052852,-86.06026
Candace Good,18_0359,Indiana State Department of Agriculture,Kokomo,Indiana,46901,Expired,40.486427,-86.13360329999999
CannaBus LLC,18_0374,Indiana State Department of Agriculture,Henryville,Indiana,47126,Expired,38.5417282,-85.76774379999999
CHRISTOPHER MICHAEL STEARNS,18_0351,Indiana State Department of Agriculture,MADISON,Indiana,47250,Expired,38.7358933,-85.37995769999999
Closed Cultivation Technologies LLC,18_0383,Indiana State Department of Agriculture,McCordsville,Indiana,46055,Expired,39.8942911,-85.91978379999999
Cox Farms Inc.,18_0151,Indiana State Department of Agriculture,Gaston,Indiana,47342,Expired,40.3137829,-85.5007029
Curated Group LLC,18_0404,Indiana State Department of Agriculture,Indianapolis,Indiana,46220,Expired,39.8686629,-86.12209659999999
darrell lee smith,18_0393,Indiana State Department of Agriculture,madison,Indiana,47250,Expired,38.7358933,-85.37995769999999
Derek Humbert,18_0296,Indiana State Department of Agriculture,Jamestown,Indiana,46147,Expired,39.9256363,-86.6270818
Douglas A. Bird,18_0392,Indiana State Department of Agriculture,REDKEY,Indiana,47373-9447,Expired,40.3489327,-85.14996959999999
DREEM Nutrition Inc.,18_0078,Indiana State Department of Agriculture,Russiaville,Indiana,46979,Expired,40.4175374,-86.2713849
Dun Agro Hemp Group Inc,18_0347,Indiana State Department of Agriculture,Shelbyville,Indiana,46176,Expired,39.5214373,-85.7769238
DXL3PL LLC,18_0399,Indiana State Department of Agriculture,Brownsburg,Indiana,46112,Expired,39.8638689,-86.39847929999999
Earthpros LLC,18_0059,Indiana State Department of Agriculture,Flora,Indiana,46929,Expired,40.547063,-86.5237935
Eco Enterprises,18_0207,Indiana State Department of Agriculture,Fort Wayne,Indiana,46835,Expired,41.1448223,-85.0545197
Elizabeth Yim Long,18_0319,Indiana State Department of Agriculture,West Lafayette,Indiana,47907,Expired,40.4401775,-86.9261008
Emerald Engineer Co LLC,18_0355,Indiana State Department of Agriculture,Noblesville,Indiana,46062,Expired,40.0683417,-86.0631561
Enoki Home Co.,18_0378,Indiana State Department of Agriculture,Indianapolis,Indiana,46219,Expired,39.7817323,-86.0450839
Epic Tones CBD,18_0317,Indiana State Department of Agriculture,Elkhart,Indiana,46514,Expired,41.7204299,-85.9815339
Eric Allen Stone,18_0350,Indiana State Department of Agriculture,Indianapolis,Indiana,46241,Expired,39.7303518,-86.2504111
EverGreenLeaf LLC,18_0029,Indiana State Department of Agriculture,Sheridan,Indiana,46069,Expired,40.1350375,-86.2205487
Fat Boy Tobacco,18_0401,Indiana State Department of Agriculture,Indianapolis,Indiana,46222,Expired,39.7878289,-86.2110301
Fox Pack Logistics LLC,18_0406,Indiana State Department of Agriculture,ZIONSVILLE,Indiana,46077,Expired,39.95023380000001,-86.27887249999999
FTTF LLC,18_0094,Indiana State Department of Agriculture,Atlanta,Indiana,46031,Expired,40.2153151,-86.0263746
Gathering Paradise,18_0048,Indiana State Department of Agriculture,Anderson,Indiana,46012,Expired,40.1552316,-85.63320929999999
Good Acres,18_0258,Indiana State Department of Agriculture,Kokomo,Indiana,46901,Expired,40.486427,-86.13360329999999
"Growing Together Research, INC",18_0283,Indiana State Department of Agriculture,Fort Wayne,Indiana,46804,Expired,41.0521864,-85.2411958
Hay Now Farms LLC,18_0348,Indiana State Department of Agriculture,Lowell,Indiana,46356,Expired,41.291443,-87.419195
Healthy Hoosier Oil LLC,18_0010,Indiana State Department of Agriculture,Converse,Indiana,46919,Expired,40.5775397,-85.87331789999999
Heartland Commodities & Co,18_0363,Indiana State Department of Agriculture,Gosport,Indiana,47433,Expired,39.3514102,-86.66561449999999
Heartland Harvest Processing LLC,18_0055,Indiana State Department of Agriculture,Hartford City,Indiana,47348,Expired,40.4513095,-85.3701605
Hemp 2 CBD Organics LLC,18_0063,Indiana State Department of Agriculture,Greenwood,Indiana,46143,Expired,39.5963318,-86.0835415
HEMP HERO LLC,18_0365,Indiana State Department of Agriculture,Indianapolis,Indiana,46218,Expired,39.8108004,-86.1026668
Hempin L.L.C.,18_0085,Indiana State Department of Agriculture,Crothersville,Indiana,47229,Expired,38.7950531,-85.83955639999999
HempRise,18_0307,Indiana State Department of Agriculture,Jeffersonville,Indiana,47130,Expired,38.3325704,-85.6948458
HempRise LLC,18_0373,Indiana State Department of Agriculture,Jeffersonville,Indiana,47130,Expired,38.3325704,-85.6948458
Heritage Farmacy LLC,18_0152,Indiana State Department of Agriculture,Crawfordsville,Indiana,47933,Expired,40.0411536,-86.87445160000001
High-Abis Organics LLC,18_0366,Indiana State Department of Agriculture,Evansville,Indiana,47712,Expired,37.9344448,-87.67783779999999
IndigoBridge Laboratories,18_0324,Indiana State Department of Agriculture,West Lafayette,Indiana,47906,Expired,40.4258686,-86.90806549999999
Indy CBD Plus,18_0321,Indiana State Department of Agriculture,Indianapolis,Indiana,46231,Expired,39.7493466,-86.3170718
James Charles Stuart Hicks,18_0342,Indiana State Department of Agriculture,Larwill,Indiana,46764,Expired,41.1806012,-85.6255391
Jose M Escamilla,18_0343,Indiana State Department of Agriculture,Indianapolis,Indiana,46218,Expired,39.8108004,-86.1026668
"Jurassic Hemp Indiana, LLC",18_0009,Indiana State Department of Agriculture,Otisco,Indiana,47163,Expired,38.5422841,-85.66718569999999
Justus Martin Hoover,18_0381,Indiana State Department of Agriculture,Cross Plains,Indiana,47017,Expired,38.9439459,-85.2046785
KH Brewing LLC,18_0394,Indiana State Department of Agriculture,Leesburg,Indiana,46538,Expired,41.3319904,-85.8499921
Kielo Company,18_0291,Indiana State Department of Agriculture,Columbus,Indiana,47201,Expired,39.2014404,-85.9213796
kind companion llc,18_0405,Indiana State Department of Agriculture,indianapolis,Indiana,46240,Expired,39.9124698,-86.1364957
kyle edward gray,18_0344,Indiana State Department of Agriculture,DEPUTY,Indiana,47230,Expired,38.7940528,-85.6527902
Levi S Eicher,18_0398,Indiana State Department of Agriculture,Bennington,Indiana,47011,Expired,38.8945089,-85.0752926
Lucas Andrew Dougherty,18_0395,Indiana State Department of Agriculture,Boggstown,Indiana,46110,Expired,39.5624989,-85.9141102
Lush Leaf Farm,18_0004,Indiana State Department of Agriculture,Greenfield,Indiana,46140,Expired,39.7852363,-85.7693087
M&N Hart Farms LLC,18_0371,Indiana State Department of Agriculture,Cannelburg,Indiana,47519,Expired,38.6697717,-86.9983388
Mako Inc. dba Mako Hemp Co.,18_0280,Indiana State Department of Agriculture,Indianapolis,Indiana,46202,Expired,39.7884125,-86.1571347
Marguerite Amelia Bolt,18_0304,Indiana State Department of Agriculture,Lafayette,Indiana,47905,Expired,40.4177263,-86.8909321
Maxwell Evan Escamilla,18_0340,Indiana State Department of Agriculture,Shelbyville,Indiana,46176,Expired,39.5214373,-85.7769238
"Mays Chemical Company, INC.",18_0367,Indiana State Department of Agriculture,Greenwood,Indiana,46143,Expired,39.5963318,-86.0835415
Michael Earle Redding,18_0369,Indiana State Department of Agriculture,Indianapolis,Indiana,46221,Expired,39.6916137,-86.2430091
Michael R Taylor,18_0380,Indiana State Department of Agriculture,lowell,Indiana,46356,Expired,41.291443,-87.419195
Monica Billman,18_0335,Indiana State Department of Agriculture,Bloomington,Indiana,47401,Expired,39.169574,-86.5385549
Naturally HempFul LLC,18_0345,Indiana State Department of Agriculture,Sunman,Indiana,47041,Expired,39.2369971,-85.0946809
Nature's Roots Farm LLC,18_0391,Indiana State Department of Agriculture,Montgomery,Indiana,47558,Expired,38.66254929999999,-87.0461181
Official Extracts,18_0039,Indiana State Department of Agriculture,BLOOMINGTON,Indiana,47401,Expired,39.169574,-86.5385549
Papa G' Organic,18_0023,Indiana State Department of Agriculture,English,Indiana,47118,Expired,38.3324933,-86.46327029999999
PHILIP WAYNE HUNT,18_0297,Indiana State Department of Agriculture,MONTICELLO,Indiana,47960,Expired,40.7453169,-86.7647343
"PHOENIX LABORATORIES, LLC",18_0308,Indiana State Department of Agriculture,Indianapolis,Indiana,46220,Expired,39.8686629,-86.12209659999999
PotLiteLLC,18_0346,Indiana State Department of Agriculture,Westville,Indiana,46391,Expired,41.54142969999999,-86.9005825
Rahman livestock & grain LLC,18_0076,Indiana State Department of Agriculture,Ferdinand,Indiana,47532,Expired,38.2235908,-86.86218029999999
Ravago Chemical Distribution Inc. dba Mays Chemical,18_0387,Indiana State Department of Agriculture,Greenwood,Indiana,46143,Expired,39.5963318,-86.0835415
"Rock Flower Farms, LLC",18_0184,Indiana State Department of Agriculture,Ladoga,Indiana,47954,Expired,39.9136554,-86.80111819999999
Ronald Noble,18_0354,Indiana State Department of Agriculture,Knox,Indiana,46534,Expired,41.2939511,-86.62069729999999
Samuel A Filbert,18_0407,Indiana State Department of Agriculture,Newburgh,Indiana,47630,Expired,37.9444882,-87.4052865
Sara Baines-Stockdale,18_0379,Indiana State Department of Agriculture,Veedersburg,Indiana,47987,Expired,40.1130051,-87.2622481
Shade Tree Boers LLC,18_0360,Indiana State Department of Agriculture,Greens Fork,Indiana,47345,Expired,39.892624,-85.041584
Stonecipher Farms LLC,18_0349,Indiana State Department of Agriculture,Covington,Indiana,47932,Expired,40.1421129,-87.39407949999999
Sunbelt Farm Herbs,18_0323,Indiana State Department of Agriculture,Indianapolis,Indiana,46244,Expired,39.77,-86.16
Supherbs Indy,18_0388,Indiana State Department of Agriculture,Indianapolis,Indiana,46227,Expired,39.6795709,-86.1319901
Terre Haute Cannabis LLC,18_0015,Indiana State Department of Agriculture,Linton,Indiana,47441,Expired,39.0347666,-87.1658458
The Carboxyl Group LLC,18_0129,Indiana State Department of Agriculture,Waldron,Indiana,46182,Expired,39.45345570000001,-85.6669589
Tomco LLC,18_0333,Indiana State Department of Agriculture,Hammond,Indiana,46323,Expired,41.5829905,-87.45048880000002
Tommy Williams,18_0292,Indiana State Department of Agriculture,Monterey Ind,Indiana,46960,Expired,41.15698620000001,-86.48278529999999
Tomorrow Solutions LLC,18_0065,Indiana State Department of Agriculture,Saint Paul,Indiana,47272,Expired,39.4281048,-85.6283088
Topsail Hemp LLC,18_0070,Indiana State Department of Agriculture,Brookville,Indiana,47012,Expired,39.423032,-85.0127215
Toto Road LLC,18_0364,Indiana State Department of Agriculture,North Judson,Indiana,46366,Expired,41.2150403,-86.7758501
Troy L Eytcheson,18_0368,Indiana State Department of Agriculture,Fulton,Indiana,46931,Expired,40.9473108,-86.2617276
U.S. Hemp Co.,18_0183,Indiana State Department of Agriculture,New Paris,Indiana,46553,Expired,41.5033572,-85.8307059
"Viobin, LLC",18_0198,Indiana State Department of Agriculture,Michigan City,Indiana,46360,Expired,41.70753939999999,-86.8950297
"Wabash Valley Hemp, LLC",18_0066,Indiana State Department of Agriculture,Vincennes,Indiana,47591,Expired,38.677269,-87.5286325
Wildeye Wellness,18_0370,Indiana State Department of Agriculture,Indianapolis,Indiana,46205,Expired,39.8251126,-86.1451439
WildEye Wellness LLC,18_0375,Indiana State Department of Agriculture,Indianapolis,Indiana,46205,Expired,39.8251126,-86.1451439
Willard G Kreitzer jr,18_0356,Indiana State Department of Agriculture,Paoli,Indiana,47454,Expired,38.5562474,-86.4689278
WK North Fork Farms,18_0158,Indiana State Department of Agriculture,Fishers,Indiana,46037,Expired,39.9616798,-85.9406745
Zachary Grant Walker,18_0377,Indiana State Department of Agriculture,Sullivan,Indiana,47882,Expired,39.0953199,-87.4058525
ZUZUS PEDDLES LLC,18_0290,Indiana State Department of Agriculture,East Chicago,Indiana,46312,Expired,41.6428269,-87.45048880000002
420 Yield,19-0187,Iowa Department of Agriculture & Land Stewardship,Burlington,Iowa,52601,Expired,40.8076529,-91.1128901
420 Yield,19-0215,Iowa Department of Agriculture & Land Stewardship,Burlington,Iowa,52601,Expired,40.8076529,-91.1128901
Alber Enterprises,19-0127,Iowa Department of Agriculture & Land Stewardship,Independence,Iowa,50644,Expired,42.4685978,-91.8893386
Allchin Acres LLC,19-0221,Iowa Department of Agriculture & Land Stewardship,Columbus Junction,Iowa,52738,Expired,41.2786364,-91.3598775
"Allchin Acres, LLC",19-0194,Iowa Department of Agriculture & Land Stewardship,Columbus Junction,Iowa,52738,Expired,41.2786364,-91.3598775
American Green Farms,19-0218,Iowa Department of Agriculture & Land Stewardship,Tama,Iowa,52339,Expired,41.9101735,-92.59908349999999
American Green Farms LLC,19-0134,Iowa Department of Agriculture & Land Stewardship,Tama,Iowa,52339,Expired,41.9101735,-92.59908349999999
"American Green Farms, LLC",19-0162,Iowa Department of Agriculture & Land Stewardship,Tama,Iowa,52339,Expired,41.9101735,-92.59908349999999
"American Green Farms, LLC",19-0195,Iowa Department of Agriculture & Land Stewardship,Tama,Iowa,52339,Expired,41.9101735,-92.59908349999999
Andrew Griebel,19-0150,Iowa Department of Agriculture & Land Stewardship,Bellevue,Iowa,52031,Expired,42.25889360000001,-90.4257531
Austin C Willms,46_0027,South Dakota Department of Agriculture,Akron,Iowa,51001,Expired,42.8287312,-96.5606159
Bear Corp,19-0166,Iowa Department of Agriculture & Land Stewardship,Clarion,Iowa,50525,Expired,42.7316387,-93.732992
Bear Corp,19-0189,Iowa Department of Agriculture & Land Stewardship,Clarion,Iowa,50525,Expired,42.7316387,-93.732992
BH Management Company,19-0149,Iowa Department of Agriculture & Land Stewardship,Carlisle,Iowa,50047,Expired,41.4944886,-93.4871309
BH Management Company,19-0174,Iowa Department of Agriculture & Land Stewardship,Carlisle,Iowa,50047,Expired,41.4944886,-93.4871309
BH Management Company,19-0202,Iowa Department of Agriculture & Land Stewardship,Carlisle,Iowa,50047,Expired,41.4944886,-93.4871309
"Bluestem Prairie Organic Hemp, LLC",19-0102,Iowa Department of Agriculture & Land Stewardship,Webster City,Iowa,50595,Expired,42.4694321,-93.8159149
"Bluestem Prairie Organic Hemp, LLC",19-0103,Iowa Department of Agriculture & Land Stewardship,Webster City,Iowa,50595,Expired,42.4694321,-93.8159149
"Bluestem Prairie Organic Hemp, LLC",19-0198,Iowa Department of Agriculture & Land Stewardship,Webster City,Iowa,50595,Expired,42.4694321,-93.8159149
"Bluestem Prairie Organic Hemp, LLC",19-0199,Iowa Department of Agriculture & Land Stewardship,Webster City,Iowa,50595,Expired,42.4694321,-93.8159149
BP3 Enterprises,1200-703,Illinois Department of Agriculture,Bettendorf,Iowa,52722-5128,Expired,41.5703144,-90.45967209999999
Brittany Johnson,19-0128,Iowa Department of Agriculture & Land Stewardship,Algona,Iowa,50511,Expired,43.0699663,-94.233019
Caleb Akin,19-0224,Iowa Department of Agriculture & Land Stewardship,Cambridge,Iowa,50046,Expired,41.8983187,-93.5291019
CannAVenue,19-0167,Iowa Department of Agriculture & Land Stewardship,Clear Lake,Iowa,50428,Expired,43.1435564,-93.3788108
CannAvenue Farms,19-0118,Iowa Department of Agriculture & Land Stewardship,Clear Lake,Iowa,50428,Expired,43.1435564,-93.3788108
CannAvenue Farms,19-0205,Iowa Department of Agriculture & Land Stewardship,Clear Lake,Iowa,50428,Expired,43.1435564,-93.3788108
Carter Roberts,19-0140,Iowa Department of Agriculture & Land Stewardship,Mason City,Iowa,50401,Expired,43.15273819999999,-93.20270870000002
Carter Roberts,19-0171,Iowa Department of Agriculture & Land Stewardship,Mason City,Iowa,50401,Expired,43.15273819999999,-93.20270870000002
"CK Ventures, LLC",19-0184,Iowa Department of Agriculture & Land Stewardship,Ankeny,Iowa,50023,Expired,41.7332684,-93.63191309999999
Daryl Gruber,19-0146,Iowa Department of Agriculture & Land Stewardship,Lansing,Iowa,52151,Expired,43.3609053,-91.218768
Dawn Kesler,19-0114,Iowa Department of Agriculture & Land Stewardship,Webster City,Iowa,50595,Expired,42.4694321,-93.8159149
Disbro LLC,19-0141,Iowa Department of Agriculture & Land Stewardship,Clive,Iowa,50325,Expired,41.6056621,-93.80702529999999
E.Krieger Land LLC DBA Greene Goods Market,19-0201,Iowa Department of Agriculture & Land Stewardship,Jefferson,Iowa,50129,Expired,42.0172457,-94.3774232
Eagle Ridge Hemp,19-0120,Iowa Department of Agriculture & Land Stewardship,Olin,Iowa,52320,Expired,41.9980675,-91.1415456
Eagle Ridge Hemp,19-0164,Iowa Department of Agriculture & Land Stewardship,Center Junction,Iowa,52212,Expired,42.1161202,-91.0870939
Eastern Iowa Community College,19-0112,Iowa Department of Agriculture & Land Stewardship,Muscatine,Iowa,52761,Expired,41.424473,-91.0432051
Eastern Iowa Community College,19-0152,Iowa Department of Agriculture & Land Stewardship,Muscatine,Iowa,52761,Expired,41.424473,-91.0432051
Eastern Iowa Community College,19-0210,Iowa Department of Agriculture & Land Stewardship,Muscatine,Iowa,52761,Expired,41.424473,-91.0432051
Erixon Custom AG LLC,19-0178,Iowa Department of Agriculture & Land Stewardship,Ankeny,Iowa,50021,Expired,41.71527589999999,-93.57114659999999
Farm to Health Organics,19-0122,Iowa Department of Agriculture & Land Stewardship,Rowley,Iowa,52329,Expired,42.3699889,-91.8440621
First Resources Corp,19-0185,Iowa Department of Agriculture & Land Stewardship,Ottumwa,Iowa,52501,Expired,41.01602930000001,-92.40830220000001
Four Wind Farm LLC,19-0212,Iowa Department of Agriculture & Land Stewardship,Homestead,Iowa,52236,Expired,41.759477,-91.8671024
Four Winds Farm LLC,19-0124,Iowa Department of Agriculture & Land Stewardship,Homestead,Iowa,52236,Expired,41.759477,-91.8671024
Four Winds Farm LLC,19-0153,Iowa Department of Agriculture & Land Stewardship,Homestead,Iowa,52236,Expired,41.759477,-91.8671024
Four Winds Farm LLC,19-0192,Iowa Department of Agriculture & Land Stewardship,Homestead,Iowa,52236,Expired,41.759477,-91.8671024
