License_Number,Business_Name,License_Type,License_Status,Street,City,State,ZIP,Expiration_Date,Home_Delivery,Disciplinary_Action,Notes,Source
AU-R-001157,GREEN GENIE CANNABIS COMPANY,Marihuana Retailer - License,Active,20046 W Warren AVE,Detroit,MI,48228,02/09/2027,,Public Documents Available,,adult-use
AU-R-001162,APOTHECARE CHEBOYGAN,Marihuana Retailer - License,Active,414 N Main ST,Cheboygan,MI,49721,02/09/2027,,Public Documents Available,,adult-use
AU-R-001156,Pincanna,Marihuana Retailer - License,License Void,505 E Pinconning RD,Pinconning,MI,48650,03/03/2026,,,,adult-use
AU-R-001151,Cloud Cannabis Company,Marihuana Retailer - License,Active,44115 Van Dyke AVE,Utica,MI,48317,09/17/2026,,,Home Delivery - Approved,adult-use
AU-R-001149,Cloud Cannabis Company,Marihuana Retailer - License,Active,35269 Cricklewood BLVD,New Baltimore,MI,48047,09/17/2026,,,,adult-use
AU-R-001143,Cloud Cannabis Company,Marihuana Retailer - License,Active,710 Edelweiss Village Parkway,Gaylord,MI,49735,09/17/2026,,Public Documents Available,,adult-use
AU-R-001144,Cloud Cannabis Company,Marihuana Retailer - License,Active,928 28th SE ST,Grand Rapids,MI,49508,09/17/2026,,,,adult-use
AU-R-001147,Cloud Cannabis Company,Marihuana Retailer - License,Active,621 Fulton W ST,Grand Rapids,MI,49504,09/17/2026,,Public Documents Available,,adult-use
AU-R-001148,Cloud Cannabis Company,Marihuana Retailer - License,Active,2190 Whitehall RD Suite E,Muskegon,MI,49445,09/17/2026,,,,adult-use
AU-R-001150,Cloud Cannabis Company,Marihuana Retailer - License,Active,356 Munson AVE,Traverse City,MI,49686,09/17/2026,,,,adult-use
AU-MB-A-000012,Only Alien,Class A Marihuana Microbusiness - License,Active,4525 W KL AVE Suite B,Kalamazoo,MI,49006,01/31/2027,,,,adult-use
AU-R-001137,Misty Mountain Cannabis,Marihuana Retailer - License,License Void,702 Perry AVE,Big Rapids,MI,49307,01/31/2025,,,,adult-use
AU-R-001146,California Michigan Cannabis Company,Marihuana Retailer - License,Active,891 S Fremont RD,Montgomery,MI,49255,01/30/2027,,,,adult-use
AU-R-001153,BOWZ,Marihuana Retailer - License,Active,15600 King RD,Riverview,MI,48193,01/25/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001122,D's Nugs,Marihuana Retailer - License,Active,13042 Van Dyke AVE,Detroit,MI,48234,01/25/2027,,,,adult-use
AU-R-001131,Lettuce,Marihuana Retailer - License,License Void,3398 I75 Business Spur,Sault Ste Marie,MI,49783,01/19/2026,,,,adult-use
AU-R-001139,Backpack Boyz Monroe,Marihuana Retailer - License,Active,14501 LAPLAISANCE RD,MONROE,MI,48161,01/24/2027,,Public Documents Available,,adult-use
AU-R-001141,Highly Cannaco of Harrisville,Marihuana Retailer - License,Active,108 N US Highway 23,Harrisville,MI,48740,01/23/2027,,,,adult-use
AU-R-001130,Lettuce,Marihuana Retailer - License,License Void,8330 M 37,Baldwin,MI,49304,01/19/2025,,,,adult-use
AU-R-001125,HOG Cannabis Co. Provisioning,Marihuana Retailer - License,Active,1331 W State RD,Belding,MI,48809,09/29/2026,,,,adult-use
AU-R-001142,Dunegrass Co.,Marihuana Retailer - License,License Void,440 E Front ST,Traverse City,MI,49686,08/14/2025,,,Home Delivery - Approved,adult-use
AU-R-001114,Elite Cannabis Saginaw,Marihuana Retailer - License,License Void,2030 N Mason ST,Saginaw,MI,48602,08/04/2025,,Public Documents Available,,adult-use
AU-R-001136,"Backpack Boyz, LLC",Marihuana Retailer - License,Active,6240 E 8 Mile RD,Detroit,MI,48234,01/12/2027,,Public Documents Available,,adult-use
AU-R-001132,JARS Cannabis,Marihuana Retailer - License,Active,404 Quay ST,Port Huron,MI,48060,01/11/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001138,Green Genie,Marihuana Retailer - License,Active,24600 W McNichols RD,Detroit,MI,48219,01/11/2027,,,,adult-use
AU-R-001105,LUMBERJACK'S PROVISIONING CENTER,Marihuana Retailer - License,License Void,122 W SUPERIOR ST,WAYLAND,MI,49348,05/19/2026,,,,adult-use
AU-R-001123,Ragged Wizard,Marihuana Retailer - License,Active,73460 M-40,Lawton,MI,49065,02/03/2027,,Public Documents Available,,adult-use
AU-R-001126,The Refinery Detroit,Marihuana Retailer - License,Active,12641 Stout ST,Detroit,MI,48223,07/28/2026,,,,adult-use
AU-R-001113,Love Cannabis,Marihuana Retailer - License,Active,19705 W Seven Mile RD,Detroit,MI,48219,12/26/2026,,Public Documents Available,,adult-use
AU-R-001117,"190 N 20th Street, Inc.",Marihuana Retailer - License,Active,190 N 20th ST,Battle Creek,MI,49015,12/21/2026,,,,adult-use
AU-R-001116,"306 W Columbia Ave, Inc.",Marihuana Retailer - License,Active,306 W Columbia AVE,Battle Creek,MI,49015,12/21/2026,,,,adult-use
AU-R-001120,Fly Shifter Cannabis,Marihuana Retailer - License,Active,6220 E Eight Mile RD,Detroit,MI,48234,12/20/2026,,,Home Delivery - Approved,adult-use
AU-R-001133,URB Cannabis,Marihuana Retailer - License,Active,11539 O'Brien CT,New Buffalo,MI,49117,12/19/2026,,,,adult-use
AU-R-001129,The Clinic Detroit,Marihuana Retailer - License,Active,13815 W 8 Mile RD,Detroit,MI,48235,12/19/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001124,Lighthouse TC1,Marihuana Retailer - License,Active,704 S Garfield AVE,Traverse City,MI,49686,12/14/2026,,,Home Delivery - Approved,adult-use
AU-R-001128,Big Dawg Brands,Marihuana Retailer - License,Active,60695 Gratiot Ave,Lenox,MI,48048,12/13/2026,,Public Documents Available,,adult-use
AU-R-001103,High Profile Cannabis Shop,Marihuana Retailer - License,Active,100 W Cloverland DR,Ironwood,MI,49938,02/10/2027,,Public Documents Available,,adult-use
AU-R-001118,High Society 4,Marihuana Retailer - License,Active,2040 Merritt Road,East Lansing,MI,48823,12/12/2026,,Public Documents Available,,adult-use
AU-R-001109,The Woods Mt Pleasant,Marihuana Retailer - License,Active,502 N Mission ST,Mount Pleasant,MI,48858,12/11/2026,,,,adult-use
AU-R-001111,M66 Cannabis Company,Marihuana Retailer - License,Active,3023 20 Mile RD,Barryton,MI,49305,12/11/2026,,,Home Delivery - Approved,adult-use
AU-R-001121,"420 Factory, LLC",Marihuana Retailer - License,Active,7555 Greenfield RD,Detroit,MI,48228,12/08/2026,,,Home Delivery - Approved,adult-use
AU-R-001119,Light Em Up Cannabis Company,Marihuana Retailer - License,Active,6191 W WARREN AVE,DETROIT,MI,48210,12/07/2026,,Public Documents Available,,adult-use
AU-R-001127,URB CANNABIS DETROIT,Marihuana Retailer - License,Active,7304 Michigan AVE,Detroit,MI,48210,12/06/2026,,Public Documents Available,,adult-use
AU-R-001098,Butter,Marihuana Retailer - License,Active,2222 W 11 Mile RD,Berkley,MI,48072,11/22/2026,,,Home Delivery - Approved,adult-use
AU-R-001112,Pure Cannabis Outlet Oxford,Marihuana Retailer - License,Active,650 S Glaspie ST Suite A,Oxford,MI,48371,11/30/2026,,,Home Delivery - Approved,adult-use
AU-R-001115,Green Pharm Detroit,Marihuana Retailer - License,Active,2619 S Schaefer HWY,Detroit,MI,48217,11/28/2026,,,,adult-use
AU-MB-A-000011,ZIP Cannabis LLC,Class A Marihuana Microbusiness - License,Active,801 Prospect ST,Hartford,MI,49057,11/17/2026,,,,adult-use
AU-R-001107,Crave Cannabis Ann Arbor,Marihuana Retailer - License,Active,3860 Research Park DR Suite A,Ann Arbor,MI,48108,11/16/2026,,Public Documents Available,,adult-use
AU-R-001108,Utopia Gardens,Marihuana Retailer - License,Active,6541 E Lafayette,Detroit,MI,48207,11/15/2026,,Public Documents Available,Home Delivery-Approved,adult-use
AU-R-001095,Nirvana Houghton,Marihuana Retailer - License,Active,1301 Ridge RD,Houghton,MI,49931,11/14/2026,,,,adult-use
AU-R-001101,Mint Cannabis,Marihuana Retailer - License,License Void,1707 S Mission ST,Mt Pleasant,MI,48858,11/14/2025,,,,adult-use
AU-R-001076,20Past4 Sturgis,Marihuana Retailer - License,License Void,1103 N Centerville RD,Sturgis,MI,49091,11/14/2025,,Public Documents Available,,adult-use
AU-R-001104,The Cake House - Ann Arbor,Marihuana Retailer - License,Active,2115 S State ST,Ann Arbor,MI,48104,11/03/2026,,,,adult-use
AU-R-001094,LaCannaville,Marihuana Retailer - License,Active,2023 N Meridian RD,Sanford,MI,48657,11/03/2026,,,,adult-use
AU-R-001102,"Accelerate Green, Inc.",Marihuana Retailer - License,Active,317 N Mission Street,Mount Pleasant,MI,48858,11/02/2026,,,,adult-use
AU-R-001100,DOJA Mount Pleasant,Marihuana Retailer - License,License Void,702 N. Mission ST,Mt. Pleasant,MI,48858,11/01/2024,,,,adult-use
AU-R-001087,Main Management Group LLC,Marihuana Retailer - License,License Void,5245 N Grand River AVE,Lansing,MI,48906,11/01/2024,,,,adult-use
AU-R-001091,Canna Plug,Marihuana Retailer - License,Active,6001 S Pennsylvania AVE,Lansing,MI,48911,10/30/2026,,,,adult-use
AU-R-001093,Premier Cannabis Co. 2,Marihuana Retailer - License,Active,1030 GRATIOT AVE,SAGINAW,MI,48602,07/29/2026,,Public Documents Available,,adult-use
AU-R-001099,Strange Rootz Cannabis,Marihuana Retailer - License,Active,40 N Main St NE,Cedar Springs,MI,49319,10/05/2026,,Public Documents Available,,adult-use
AU-R-001090,Lake Life Farms,Marihuana Retailer - License,Active,2617 E Michigan AVE,Lansing,MI,48912,12/21/2026,,,,adult-use
AU-R-001096,Green Acres Ecorse,Marihuana Retailer - License,Active,337 Southfield RD,Ecorse,MI,48229,10/26/2026,,,Home Delivery - Approved,adult-use
AU-R-001097,BE Provisioning,Marihuana Retailer - License,License Void,530 Main ST,Battle Creek,MI,49014,04/16/2025,,,,adult-use
AU-R-001092,Skybox Cannabis Recreational,Marihuana Retailer - License,License Void,4985 Page AVE,Michigan Center,MI,49254,10/24/2025,,,,adult-use
AU-R-001080,Cherry Brands,Marihuana Retailer - License,Active,3245 E Michigan AVE,Jackson,MI,49202,10/20/2026,,Public Documents Available,,adult-use
AU-R-001088,Kinship Provisioning,Marihuana Retailer - License,License Void,18480 Fort ST,Riverview,MI,48193,10/20/2025,,Public Documents Available,,adult-use
AU-R-001068,GLH Kalamazoo,Marihuana Retailer - License,Active,218 E Stockbridge AVE,Kalamazoo,MI,49001,10/12/2026,,Public Documents Available,,adult-use
AU-R-001085,True Leaf Cannabis Shop,Marihuana Retailer - License,Active,811 Broadus ST Suite 100,Sturgis,MI,49091,08/25/2026,,,,adult-use
AU-R-001089,Kush Kabana,Marihuana Retailer - License,Active,6597 E Main ST Unit B,Eau Claire,MI,49111,10/11/2026,,,,adult-use
AU-R-001083,Strange Rootz Cannabis,Marihuana Retailer - License,Active,230 N Charles ST,White Cloud,MI,49349,10/05/2026,,Public Documents Available,,adult-use
AU-R-001079,Herbology Cannabis Co. West Branch,Marihuana Retailer - License,Active,518 E Houghton AVE,West Branch,MI,48661,10/03/2026,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001074,THE CAKE HOUSE - LANSING,Marihuana Retailer - License,Active,5031 S Cedar ST Suite C,Lansing,MI,48910,09/28/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001086,Lume Cannabis Co.,Marihuana Retailer - License,Active,2812 10th ST,Menominee,MI,49858,11/27/2026,,,,adult-use
AU-R-001082,Timber Cannabis Co.,Marihuana Retailer - License,Active,212 W Pickard RD Suite A,Mt Pleasant,MI,48858,09/17/2026,,,,adult-use
AU-R-001084,Nirvana Center Menominee,Marihuana Retailer - License,Active,1231 9th AVE,Menominee,MI,49858,06/15/2026,,Public Documents Available,,adult-use
AU-R-001077,OUI-D SHOP,Marihuana Retailer - License,Active,1983 Benzie HWY,Benzonia,MI,49616,07/20/2026,,,,adult-use
AU-R-001071,JARS Cannabis,Marihuana Retailer - License,Active,142 S Main ST,Wayland,MI,49348,08/07/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001073,Liv Cannabis,Marihuana Retailer - License,Active,37655 Ford RD,Westland,MI,48185,09/19/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001069,SUPERIOR BUDS CANNABIS,Marihuana Retailer - License,License Void,1240 E. COLUMBIA AVE,BATTLE CREEK,MI,49014,09/18/2024,,Public Documents Available,,adult-use
AU-R-001078,Puff Cannabis Monroe,Marihuana Retailer - License,Active,14750 Laplaisance RD Unit 180 & 190,Monroe,MI,48161,09/15/2026,,Public Documents Available,,adult-use
AU-R-001081,Higher Love,Marihuana Retailer - License,Active,1400 8th AVE,Menominee,MI,49858,02/01/2027,,Public Documents Available,,adult-use
AU-R-001067,BE Provisioning,Marihuana Retailer - License,License Void,520 S 3rd AVE,Big Rapids,MI,49307,04/16/2025,,Public Documents Available,,adult-use
AU-R-001060,The Highway 61 Dispo,Marihuana Retailer - License,Active,5366 M61 HWY,Standish,MI,48658,08/20/2026,,,,adult-use
AU-R-001065,The House Of Mary Jane LLC,Marihuana Retailer - License,Active,19154 James Couzens FWY,Detroit,MI,48235,09/07/2026,,Public documents available,,adult-use
AU-R-001052,Luckyspot,Marihuana Retailer - License,License Void,120 S. Michigan AVE Suite B,Big Rapids,MI,49307,09/01/2024,,Public documents available,,adult-use
AU-R-001070,Lume Cannabis Co.,Marihuana Retailer - License,Active,401 W Front ST,Traverse City,MI,49684,11/27/2026,,,,adult-use
AU-R-001075,The Rec Room Cannabis Store,Marihuana Retailer - License,License Void,1421 S Euclid AVE,Bay City,MI,48706,04/19/2025,,,,adult-use
AU-R-001066,Ultra Cannabis,Marihuana Retailer - License,Active,18207 W Eight Mile RD,Detroit,MI,48219,08/28/2026,,Public Documents Available,,adult-use
AU-R-001055,Mystic Cannabis of Memphis,Marihuana Retailer - License,Active,35005 Bordman RD,Memphis,MI,48041,08/28/2026,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001050,Detroit Compassion,Marihuana Retailer - License,License Void,115 South Wisconsin AVE,Gaylord,MI,49735,08/16/2024,,,,adult-use
AU-R-001061,Lume Cannabis Co.,Marihuana Retailer - License,Active,9426 E Birch Run RD,Birch Run,MI,48415,11/27/2026,,,,adult-use
AU-R-001056,Green Pharm Allegan,Marihuana Retailer - License,License Void,633 Hooker RD,Allegan,MI,49010,08/21/2025,,,,adult-use
AU-R-001064,Lume Cannabis Co.,Marihuana Retailer - License,Active,3518 Grange Hall RD,Holly,MI,48442,11/27/2026,,Public Documents Available,,adult-use
AU-R-001063,Butter,Marihuana Retailer - License,Active,509 State CIR,Ann Arbor,MI,48108,11/22/2026,,,Home Delivery - Approved,adult-use
AU-R-001047,Verts Neighborhood Cannabis Retailer,Marihuana Retailer - License,License Void,117 S Union ST Suite B,Traverse City,MI,49684,08/18/2025,,,,adult-use
AU-R-001062,HIGH SOCIETY 2,Marihuana Retailer - License,Active,9242 Tiffany BLVD,Birch Run,MI,48415,08/16/2026,,Public Documents Available,,adult-use
AU-R-001057,Moses Roses,Marihuana Retailer - License,Active,5806 Dixie HWY,Waterford,MI,48329,08/16/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-MB-000123,Superior Flowers,Marihuana Microbusiness - License,Active,605 E Midland ST,Bay City,MI,48706,08/15/2026,,,,adult-use
AU-R-001021,House of Evolution Muskegon Heights,Marihuana Retailer - License,License Void,2240 Glade ST Suite A,Muskegon Heights,MI,49444,08/11/2025,,,,adult-use
AU-MB-000122,Fortuo Lansing,Marihuana Microbusiness - License,License Void,4924 S MLK Jr BLVD,Lansing,MI,48910,08/11/2024,,,,adult-use
AU-R-001041,"OUI-D Operations, LLC",Marihuana Retailer - License,License Void,240 Arthur ST,Manistee,MI,49660,07/20/2024,,,,adult-use
AU-R-001053,JARS Cannabis,Marihuana Retailer - License,Active,6450 S Cedar ST,Lansing,MI,48911,07/30/2026,,,Home Delivery - Approved,adult-use
AU-R-001059,Planet 59,Marihuana Retailer - License,Active,4641 Highland RD,Waterford,MI,48328,08/08/2026,,,,adult-use
AU-R-001044,"Star Budz Provisioning Center Millington, LLC",Marihuana Retailer - License,License Void,7035 State RD,Millington,MI,48746,08/08/2025,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001033,The Corner Farmacy,Marihuana Retailer - License,License Void,12909 S Straits HWY Unit North & 1,Wolverine,MI,49799,08/04/2025,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001049,Smilez of Three Rivers,Marihuana Retailer - License,Active,1320 Millard RD,Three Rivers,MI,49093,02/09/2027,,,,adult-use
AU-R-001048,Twisted Bee,Marihuana Retailer - License,Active,56271 M-51 S,Dowagiac,MI,49047,08/02/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001046,RIZE,Marihuana Retailer - License,Active,3213 10th ST,Menominee,MI,49858,09/25/2026,,,,adult-use
AU-R-001051,"Quality Roots, Inc.",Marihuana Retailer - License,Active,1700 Tull Court,Waterford,MI,48327,05/11/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-MB-000121,Best Lyfe Cannabis,Marihuana Microbusiness - License,License Void,32767 Woodward AVE,Royal Oak,MI,48073,07/26/2025,,,,adult-use
AU-R-001035,Green Hippo Provisioning,Marihuana Retailer - License,Active,83805 M40 HWY,Lawton,MI,49065,07/26/2026,,,,adult-use
AU-R-001034,"OUI-D Operations, LLC",Marihuana Retailer - License,License Void,3465 Sheridan AVE,Saginaw,MI,48601,07/20/2025,,,Home Delivery - Approved,adult-use
AU-R-001043,Quality Roots of Ypsilanti,Marihuana Retailer - License,Active,2 W. Forest AVE,Ypsilanti,MI,48197,07/18/2026,,Public Documents Available,,adult-use
AU-R-001032,Cannabis Outlet Portage,Marihuana Retailer - License,License Void,8314 Portage RD,Portage,MI,49002,07/18/2025,,,,adult-use
AU-R-001042,Dunegrass Co.,Marihuana Retailer - License,Active,1488 McGregor WAY,Grawn,MI,49637,08/14/2026,,,,adult-use
AU-R-001045,"Firehouse Organics, LLC",Marihuana Retailer - License,Active,202 S Steer ST,Addison,MI,49220,07/18/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001030,"The Black Market Cannabis Company, LLC",Marihuana Retailer - License,Active,1839 Peck ST Suite B,Muskegon,MI,49441,07/17/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001025,"Redbud Roots Lab VII, Inc.",Marihuana Retailer - License,License Void,241 E. Main ST,Benton Harbor,MI,49022,07/13/2025,,,,adult-use
AU-R-001020,Altered State,Marihuana Retailer - License,Active,724 E Main ST,FENNVILLE,MI,49408,07/13/2026,,,,adult-use
AU-R-001028,UNIQ CANNABIS,Marihuana Retailer - License,Active,14394 Laplaisance RD,Monroe,MI,48161,07/12/2026,,Public Documents Available,,adult-use
AU-R-001038,"The Wellflower Manistee, LLC",Marihuana Retailer - License,Active,50 Arthur ST,Manistee,MI,49660,07/06/2026,,,,adult-use
AU-R-001023,THE FIRE STATION CANNABIS CO.,Marihuana Retailer - License,License Void,3101 10th ST,Menominee,MI,49858,07/05/2024,,,,adult-use
AU-R-001022,Leaf and Bud #5,Marihuana Retailer - License,Active,20801 Dequindre RD,Hazel Park,MI,48030,07/05/2025,,Public documents available,,adult-use
AU-MB-A-000007,Lifted Craft Cannabis Market,Class A Marihuana Microbusiness - License,Active,303 Carroll ST,Buchanan,MI,49107,07/05/2026,,,,adult-use
AU-R-000999,Cloud Cannabis Utica,Marihuana Retailer - License,License Void,44115 Van Dyke AVE,Utica,MI,48317,07/05/2024,,,Home Delivery - Approved,adult-use
AU-R-001019,JARS Cannabis,Marihuana Retailer - License,Active,200 E Main ST,Owosso,MI,48867,03/31/2027,,Public Documents Available,,adult-use
AU-R-001029,Amsterdam Premium Cannabis Company,Marihuana Retailer - License,Active,231 S First ST,Harrison,MI,48625,06/29/2026,,,Home Delivery - Approved,adult-use
AU-R-001024,MEDS CAFE,Marihuana Retailer - License,Active,100 N Main ST,Cheboygan,MI,49721,12/27/2026,,,,adult-use
AU-R-001027,Higher Love,Marihuana Retailer - License,Active,650 Murray RD,Norway,MI,49870,02/01/2027,,,,adult-use
AU-R-001015,Lume Cannabis Co.,Marihuana Retailer - License,Active,1949 W Twelve Mile RD Suite 200,Berkley,MI,48072,11/27/2026,,,Home Delivery - Approved.,adult-use
AU-R-001031,Vibe - Quincy,Marihuana Retailer - License,Active,133 W Chicago ST,Quincy,MI,49082,06/28/2026,,Public Documents Available,,adult-use
AU-MB-A-000008,Firefly Cannabis,Class A Marihuana Microbusiness - License,License Void,919 Michigan ST,Niles,MI,49120,06/26/2025,,,,adult-use
AU-R-001016,Exclusive Muskegon,Marihuana Retailer - License,Active,4515 E Apple AVE,Muskegon,MI,49442,06/22/2026,,,Home Delivery - Approved,adult-use
AU-R-001012,Top Cannabis Outlet,Marihuana Retailer - License,Active,108 Lafayette AVE,Bay City,MI,48708,06/22/2026,,Public Documents Available,,adult-use
AU-R-001014,Xhale Cannabis Company LLC,Marihuana Retailer - License,Active,1014 N Johnson ST,Bay City,MI,48708,06/22/2026,,,,adult-use
AU-R-001002,Consume Cannabis Alma,Marihuana Retailer - License,Active,528 W Warwick DR,Alma,MI,48801,12/08/2026,,Public Documents Available,,adult-use
AU-R-001010,Dreams Canna,Marihuana Retailer - License,Active,28930 S Telegraph RD,Southfield,MI,48034,06/14/2026,,Public Documents Available,Home Delivery - Approved.,adult-use
AU-R-001005,Fuel 420,Marihuana Retailer - License,License Void,3620 S. Huron RD,Bay City,MI,48706,04/06/2024,,,,adult-use
AU-R-001011,Bloomfield Development Group Grow LLC,Marihuana Retailer - License,License Void,17812 US Hwy 2,Gould City,MI,49838,07/05/2026,,,,adult-use
AU-R-001009,Puff,Marihuana Retailer - License,License Void,4305 Portage ST,Kalamazoo,MI,49001,12/23/2025,,,,adult-use
AU-R-001000,Gatsby Cannabis Co.,Marihuana Retailer - License,Active,15530 11 Mile RD,Battle Creek,MI,49014,06/09/2026,,Public documents available,,adult-use
AU-R-001013,Lume Cannabis Co.,Marihuana Retailer - License,Active,26760 Lahser RD,Southfield,MI,48033,11/27/2026,,,,adult-use
AU-R-001017,Nar Inkster,Marihuana Retailer - License,Active,29899 Michigan AVE,Inkster,MI,48141,06/08/2026,,,,adult-use
AU-R-001008,"Green Acres Collective, LLC",Marihuana Retailer - License,Active,1444 Inkster RD,Inkster,MI,48141,06/07/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000986,The Woods Detroit,Marihuana Retailer - License,Active,12625 Kercheval AVE,Detroit,MI,48215,06/07/2026,,,,adult-use
AU-R-001007,BE Provisioning,Marihuana Retailer - License,License Void,403 S Main ST,Crystal,MI,48818,04/16/2025,,Public Documents Available,,adult-use
AU-R-001006,"Nirvana Lowell, LLC",Marihuana Retailer - License,Active,1250 W Main SE ST,Lowell,MI,49331,06/01/2026,,,,adult-use
AU-R-000969,CHRONIC CITY CANNABIS,Marihuana Retailer - License,License Void,6810 EAST MCNICHOLS RD,DETROIT,MI,48212,05/31/2024,,,,adult-use
AU-R-000980,"Cloud Gaylord, LLC",Marihuana Retailer - License,License Void,710 Edelweiss Village PKWY,Gaylord,MI,49735,05/31/2024,,,,adult-use
AU-R-000990,King of Budz Ferndale,Marihuana Retailer - License,Active,1300 E Nine Mile RD,City of Ferndale,MI,48220,05/30/2027,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-001001,"Weed Prime, Loud House",Marihuana Retailer - License,Active,1901 S DORT HWY,FLINT,MI,48503,05/30/2026,,,Home Delivery - Approved,adult-use
AU-R-001004,The Flower Bowl II,Marihuana Retailer - License,Active,315 N Inkster RD,Inkster,MI,48141,05/26/2027,,,Home Delivery - Approved,adult-use
AU-R-000979,Meds Cafe,Marihuana Retailer - License,License Void,225 S. Michigan AVE,Big Rapids,MI,49307,12/27/2023,,,,adult-use
AU-R-000955,Cloud Cannabis Muskegon,Marihuana Retailer - License,License Void,2190 Whitehall RD Suite E,Muskegon,MI,49445,05/26/2024,,,,adult-use
AU-R-000964,Skymint - District Park,Marihuana Retailer - License,License Void,822 E. Front ST,Traverse City,MI,49686,07/21/2024,,,,adult-use
AU-R-000942,77 North Inc,Marihuana Retailer - License,License Void,1651 S Front St.,Marquette,MI,49855,02/18/2026,,Public Documents Available,,adult-use
AU-R-000984,Nirvana Escanaba,Marihuana Retailer - License,Active,317 N Lincoln RD,Escanaba,MI,49829,05/15/2026,,,,adult-use
AU-R-000993,HERBOLOGY CANNABIS CO. YPSILANTI,Marihuana Retailer - License,Active,915 W Michigan AVE,Ypsilanti,MI,48197,05/12/2026,,Public documents available,Home Delivery - Approved,adult-use
AU-R-000972,Primo Provisioning - Saginaw,Marihuana Retailer - License,License Void,1215 Court ST,Saginaw,MI,48602,06/24/2025,,Public Documents Available,,adult-use
AU-R-000960,"1385 S. Huron Retail, LLC",Marihuana Retailer - License,License Void,5620 S. Cedar ST,Lansing,MI,48911,05/11/2024,,,,adult-use
AU-R-000977,SUPERGOOD,Marihuana Retailer - License,Active,4431 W MONROE RD,PENTWATER,MI,49449,05/10/2027,,,,adult-use
AU-R-000973,The Clinic Ypsilanti,Marihuana Retailer - License,Active,705 1/2 W Cross ST,Ypsilanti,MI,48197,05/10/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000950,"Nirvana Kalamazoo, LLC",Marihuana Retailer - License,Active,401 N Sage ST,Kalamazoo,MI,49006,05/10/2026,,,,adult-use
AU-MB-A-000006,The Hive at BDT,Class A Marihuana Microbusiness - License,Active,21630 John R RD,Hazel Park,MI,48030,05/09/2027,,Public Documents Available,,adult-use
AU-R-000974,Altitude Cannabis Bay City,Marihuana Retailer - License,Active,912 N Euclid AVE,Bay City,MI,48706,05/09/2026,,Public Documents Available,,adult-use
AU-R-000968,Highly Cannaco,Marihuana Retailer - License,License Void,752 Munson AVE,Traverse City,MI,49686,05/08/2025,,,,adult-use
AU-R-000981,LUMBERJACK'S PROVISIONING CENTER,Marihuana Retailer - License,License Void,1450 W M-43 HIGHWAY Suite 5,HASTINGS,MI,49058,05/19/2026,,,,adult-use
AU-R-000988,Potter's Cannabis Boutique Battle Creek,Marihuana Retailer - License,Active,2825 Capital Avenue SW,Battle Creek,MI,49015,05/04/2026,,,,adult-use
AU-R-000989,Jailhouse Cannabis Co,Marihuana Retailer - License,Active,12545 State St,Atlanta,MI,49709,11/23/2026,,,,adult-use
AU-R-000982,Gage Cannabis Company,Marihuana Retailer - License,License Void,450 S Glaspie ST,Oxford,MI,48371,06/04/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000978,"Hydro Budz, LLC",Marihuana Retailer - License,Active,221 Mill ST Suite B,Brooklyn,MI,49230,04/26/2027,,,,adult-use
AU-R-000976,Cloud Cannabis Fulton,Marihuana Retailer - License,License Void,621 Fulton ST W.,Grand Rapids,MI,49504,04/25/2024,,,,adult-use
AU-R-000971,Green Pharm Mancelona,Marihuana Retailer - License,Active,107 E State Street,Mancelona,MI,49659,04/25/2027,,Public Documents Available,,adult-use
AU-R-000975,Supergood,Marihuana Retailer - License,Active,10 E 8 Mile RD,Detroit,MI,48203,04/25/2026,,,,adult-use
AU-R-000957,Sapura,Marihuana Retailer - License,License Void,3000 Dunckel RD Suite B,Lansing,MI,48910,04/18/2026,,Public Documents Available,Home Delivery - Approved,adult-use
AU-R-000987,ZAZA CANNABIS CO.,Marihuana Retailer - License,Active,12934 EVERGREEN RD Unit 100,DETROIT,MI,48223,04/19/2027,,,Home Delivery - Approved,adult-use
AU-R-000970,"Green Trend, Inc.",Marihuana Retailer - License,Active,465 E Michigan Avenue,Saline,MI,48176,04/17/2027,,,,adult-use
